Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
26.0,Male,40,East,Debit Card,0,1.0,14.85,248,41.71,1
29.0,Female,25,North,Debit Card,4,4.0,13.11,154,38.42,0
18.0,Male,19,North,PayPal,1,9.0,11.35,210,52.27,0
18.0,Female,5,East,Credit Card,2,1.0,15.1,22,30.96,1
64.0,Male,11,South,Debit Card,4,8.0,11.24,70,43.82,0
65.0,Male,19,East,Debit Card,2,9.0,13.11,162,51.25,0
42.0,Female,23,South,Debit Card,4,6.0,18.16,139,47.11,0
57.0,Female,27,South,PayPal,4,5.0,17.43,88,46.18,0
62.0,Female,40,West,Debit Card,3,7.0,12.98,37,52.61,0
18.0,Female,32,West,Debit Card,3,9.0,6.03,171,51.21,0
56.0,Male,27,South,Credit Card,1,3.0,10.33,338,36.97,1
22.0,Female,19,East,Debit Card,3,9.0,13.1,271,51.38,0
39.0,Female,50,West,Debit Card,2,10.0,14.71,255,63.91,0
46.0,Female,42,East,Credit Card,3,1.0,14.67,140,39.63,1
20.0,Female,29,East,PayPal,1,1.0,15.1,68,35.36,1
29.0,Female,39,North,Credit Card,2,10.0,15.19,68,61.27,0
43.0,Male,41,North,Debit Card,2,4.0,6.64,169,43.18,0
33.0,Male,33,North,Credit Card,2,2.0,7.88,105,35.68,1
68.0,Male,19,West,PayPal,1,7.0,14.46,315,48.85,1
54.0,Female,37,East,Debit Card,2,2.0,11.12,58,40.16,1
39.0,Female,19,North,PayPal,2,7.0,16.44,187,49.0,0
46.0,Female,33,North,PayPal,1,8.0,6.87,56,51.2,0
31.0,Female,47,North,Credit Card,2,8.0,7.87,4,56.58,0
45.0,Male,16,West,Credit Card,4,3.0,13.38,285,34.44,1
22.0,Male,23,West,PayPal,3,9.0,12.51,17,52.35,0
64.0,Female,7,East,PayPal,0,10.0,9.0,237,50.71,0
47.0,Male,32,East,PayPal,2,10.0,5.52,250,54.05,0
63.0,Female,12,North,PayPal,2,6.0,5.56,24,37.97,0
69.0,Female,8,South,Credit Card,2,4.0,6.42,300,32.6,0
22.0,Female,5,West,PayPal,3,8.0,13.65,116,43.88,0
29.0,Female,42,North,PayPal,0,4.0,17.96,238,51.69,0
33.0,Female,28,North,Credit Card,1,4.0,8.9,169,42.53,0
43.0,Male,5,East,Credit Card,1,4.0,15.63,288,38.95,0
65.0,Male,49,North,Credit Card,2,1.0,17.83,241,42.82,1
38.0,Female,26,West,PayPal,1,6.0,7.07,364,45.19,1
56.0,Male,5,West,PayPal,1,8.0,10.79,298,47.26,0
53.0,Female,22,North,Debit Card,1,3.0,7.38,290,35.01,1
40.0,Male,33,East,Debit Card,1,5.0,15.17,141,49.2,0
27.0,Female,43,South,Debit Card,3,6.0,19.77,120,54.37,0
22.0,Male,23,South,PayPal,4,8.0,11.52,338,50.09,1
51.0,Female,43,South,Credit Card,2,6.0,8.08,105,47.9,0
48.0,Male,50,South,PayPal,2,8.0,15.54,92,60.2,0
27.0,Female,53,East,Debit Card,0,8.0,10.57,204,61.74,0
36.0,Female,30,North,PayPal,0,5.0,9.77,40,47.27,0
22.0,Male,13,North,PayPal,0,5.0,13.59,135,43.34,0
62.0,Male,39,North,Debit Card,0,3.0,9.49,2,45.74,1
21.0,Female,33,West,Debit Card,0,9.0,16.76,97,60.41,0
41.0,Female,48,South,Debit Card,1,7.0,13.02,360,58.09,1
33.0,Male,1,South,Credit Card,3,8.0,5.35,124,38.45,0
19.0,Male,49,East,PayPal,1,5.0,16.88,185,54.83,0
66.0,Female,38,East,PayPal,3,5.0,14.31,125,47.29,0
45.0,Male,2,North,Debit Card,2,5.0,7.88,334,34.54,1
49.0,Female,49,West,Credit Card,1,2.0,8.23,264,45.05,1
44.0,Female,6,West,Credit Card,2,3.0,8.94,340,32.6,1
37.0,Male,46,East,PayPal,2,8.0,13.65,191,59.25,0
41.0,Female,50,North,Debit Card,1,6.0,13.22,338,55.94,1
67.0,Male,42,East,PayPal,1,7.0,15.41,221,56.87,0
52.0,Male,24,East,Credit Card,1,6.0,18.34,199,50.75,0
50.0,Female,18,East,Credit Card,1,4.0,5.65,344,37.22,1
68.0,Female,41,North,Debit Card,2,4.0,13.9,217,46.45,0
54.0,Male,28,North,PayPal,1,5.0,5.29,67,41.82,0
29.0,Male,10,East,PayPal,2,2.0,8.16,174,30.38,1
20.0,Male,17,East,Debit Card,0,7.0,5.93,78,43.55,0
18.0,Male,55,East,Debit Card,3,8.0,13.53,323,61.02,1
50.0,Female,29,East,Debit Card,2,10.0,14.68,42,57.33,0
57.0,Female,58,West,PayPal,1,2.0,7.4,64,43.83,1
27.0,Male,6,East,Credit Card,3,6.0,10.0,329,38.61,1
60.0,Male,14,South,Debit Card,1,4.0,9.95,199,38.51,0
46.0,Female,54,West,Debit Card,2,1.0,7.92,7,40.56,1
30.0,Female,6,East,PayPal,0,6.0,13.22,263,43.37,0
29.0,Female,26,North,Credit Card,6,8.0,16.74,122,49.16,1
48.0,Male,39,East,Credit Card,2,2.0,17.44,164,44.61,1
68.0,Male,14,East,Credit Card,1,2.0,17.35,20,37.22,1
67.0,Female,22,North,PayPal,1,8.0,16.13,201,53.39,0
43.0,Male,7,South,Debit Card,3,9.0,15.43,180,46.38,0
25.0,Female,40,North,Credit Card,0,6.0,19.17,237,56.9,0
43.0,Male,25,East,Debit Card,0,8.0,17.47,61,56.45,0
27.0,Male,13,South,Credit Card,4,1.0,13.17,215,28.69,1
43.0,Female,21,North,Debit Card,0,9.0,9.57,215,54.34,0
51.0,Male,41,East,Debit Card,0,9.0,15.17,358,62.5,1
68.0,Male,10,South,Debit Card,1,4.0,15.68,90,40.2,0
58.0,Male,53,East,Credit Card,2,8.0,15.13,96,61.6,0
24.0,Female,55,South,PayPal,2,3.0,19.2,61,49.24,1
21.0,Female,59,South,Debit Card,3,6.0,10.51,56,54.47,0
67.0,Female,9,West,PayPal,3,10.0,5.59,220,45.32,0
62.0,Female,15,West,Credit Card,3,10.0,18.63,94,55.18,0
28.0,Female,52,North,Credit Card,0,8.0,7.41,40,58.81,0
46.0,Female,2,West,PayPal,1,9.0,15.46,337,50.66,1
53.0,Male,25,South,Debit Card,1,8.0,18.1,319,55.59,1
42.0,Female,13,East,Credit Card,1,9.0,9.65,248,50.5,0
38.0,Female,34,East,Debit Card,1,4.0,17.46,217,47.54,0
53.0,Male,51,North,Debit Card,1,10.0,9.98,154,65.14,0
54.0,Female,34,North,Credit Card,2,7.0,6.05,62,47.43,0
26.0,Male,35,South,PayPal,5,10.0,14.83,240,58.2,1
41.0,Male,38,West,Credit Card,1,4.0,15.16,190,47.34,0
52.0,Male,3,North,PayPal,2,1.0,12.37,146,25.04,1
66.0,Female,42,East,Credit Card,1,3.0,15.31,10,48.01,1
52.0,Male,56,East,Credit Card,0,7.0,18.85,292,64.8,0
65.0,Female,59,North,Credit Card,2,3.0,16.01,130,51.52,1
49.0,Male,19,East,Credit Card,2,6.0,19.78,179,48.89,0
40.0,Male,18,South,Debit Card,1,5.0,10.38,81,41.49,0
49.0,Female,39,West,Debit Card,1,3.0,9.47,77,41.47,1
29.0,Female,52,West,PayPal,3,7.0,18.77,195,59.47,0
66.0,Male,12,South,Debit Card,2,10.0,10.52,68,51.11,0
30.0,Female,5,East,PayPal,2,7.0,18.75,338,46.59,1
40.0,Female,3,North,Debit Card,1,8.0,11.35,56,45.04,0
42.0,Male,11,East,Debit Card,4,1.0,17.82,99,30.78,1
52.0,Male,57,South,Credit Card,2,2.0,12.83,270,45.23,1
47.0,Male,4,North,Debit Card,3,3.0,11.74,331,30.73,1
34.0,Female,5,North,Credit Card,3,7.0,11.37,66,41.91,0
37.0,Female,27,East,PayPal,4,7.0,9.34,269,46.52,0
65.0,Male,28,West,Debit Card,0,1.0,7.8,30,33.16,1
42.0,Male,29,North,PayPal,1,2.0,10.04,26,37.27,1
39.0,Male,18,East,Credit Card,2,8.0,14.37,210,48.77,0
30.0,Male,12,East,Credit Card,0,9.0,10.8,269,48.89,0
66.0,Male,41,West,Credit Card,1,7.0,19.8,123,58.32,0
29.0,Male,37,South,Credit Card,6,4.0,11.94,143,39.35,1
58.0,Male,45,West,PayPal,3,10.0,7.46,145,59.07,0
36.0,Male,16,North,PayPal,3,8.0,10.88,262,46.27,0
26.0,Female,24,West,Credit Card,3,1.0,8.26,161,29.83,1
24.0,Male,35,South,PayPal,2,7.0,7.73,310,48.88,1
45.0,Male,22,East,PayPal,1,6.0,10.65,144,45.13,0
31.0,Male,36,West,Debit Card,4,9.0,17.28,152,56.52,0
48.0,Male,11,East,Debit Card,4,4.0,14.35,5,34.92,0
69.0,Female,55,South,PayPal,5,4.0,19.36,195,49.16,1
36.0,Male,58,East,Debit Card,0,8.0,18.57,125,66.31,0
64.0,Female,46,South,PayPal,1,4.0,7.27,76,45.6,0
33.0,Male,29,South,Debit Card,0,3.0,5.64,306,37.95,1
22.0,Female,35,North,Credit Card,1,7.0,10.99,169,53.06,0
29.0,Male,54,South,PayPal,1,9.0,12.73,183,63.86,0
42.0,Male,15,West,PayPal,0,5.0,7.01,337,40.57,1
69.0,Female,31,North,Credit Card,3,9.0,6.87,113,50.94,0
38.0,Female,42,South,Credit Card,2,6.0,5.7,276,49.12,0
53.0,Male,41,East,Debit Card,0,6.0,17.76,178,57.92,0
40.0,Female,43,East,PayPal,1,6.0,19.22,125,56.15,0
33.0,Female,16,West,Credit Card,2,7.0,6.74,291,42.75,0
56.0,Female,10,East,Credit Card,7,4.0,8.2,323,29.04,1
59.0,Female,32,South,Debit Card,3,9.0,18.16,138,57.08,0
31.0,Female,2,East,Debit Card,1,10.0,8.93,297,49.8,0
48.0,Male,24,East,Debit Card,2,6.0,9.55,168,43.79,0
22.0,Male,23,East,Credit Card,1,1.0,10.44,134,35.96,1
52.0,Female,2,South,PayPal,1,7.0,12.54,161,41.64,0
46.0,Female,31,West,Credit Card,5,4.0,12.57,280,39.82,1
60.0,Male,51,North,Credit Card,2,8.0,19.27,248,64.78,0
28.0,Male,40,West,Credit Card,1,7.0,6.5,222,50.99,0
64.0,Male,29,West,PayPal,5,9.0,10.02,330,50.76,1
29.0,Male,3,North,PayPal,1,1.0,10.66,172,27.28,1
26.0,Male,58,North,Debit Card,3,3.0,15.63,259,49.78,1
27.0,Female,14,North,Credit Card,1,2.0,18.94,256,37.4,1
61.0,Male,25,North,Credit Card,3,3.0,15.74,168,38.41,1
34.0,Male,48,South,Credit Card,5,2.0,16.64,120,44.07,1
24.0,Male,53,North,Credit Card,1,9.0,9.81,296,63.93,0
63.0,Male,3,West,Credit Card,0,2.0,16.35,309,35.01,1
30.0,Male,54,East,Debit Card,1,4.0,16.77,247,52.64,0
57.0,Male,26,North,PayPal,3,5.0,13.0,205,45.07,0
59.0,Male,18,West,Credit Card,4,5.0,13.05,67,38.25,0
26.0,Female,9,South,PayPal,1,1.0,16.4,342,33.21,1
67.0,Female,38,West,PayPal,5,6.0,17.26,345,46.95,1
19.0,Male,21,East,Debit Card,3,6.0,17.02,342,45.06,1
46.0,Female,1,East,PayPal,3,6.0,8.51,165,35.97,0
54.0,Female,21,South,PayPal,1,9.0,15.75,121,54.65,0
55.0,Male,27,West,Credit Card,5,1.0,7.8,84,26.46,1
36.0,Male,42,West,Debit Card,4,6.0,6.4,302,46.46,1
65.0,Male,6,South,Debit Card,3,7.0,18.63,107,45.42,0
62.0,Female,55,South,Debit Card,1,4.0,5.53,123,48.24,0
18.0,Female,44,North,PayPal,2,6.0,17.4,73,55.45,0
39.0,Male,36,North,PayPal,1,7.0,12.6,337,53.32,1
69.0,Female,28,West,Credit Card,5,5.0,17.91,313,44.87,1
34.0,Male,45,West,Debit Card,1,9.0,17.65,154,62.85,0
24.0,Male,17,West,PayPal,2,8.0,18.13,289,51.05,0
42.0,Male,59,East,PayPal,0,3.0,16.53,97,54.84,1
62.0,Male,40,South,PayPal,1,1.0,17.64,292,43.48,1
21.0,Male,58,West,PayPal,0,10.0,7.64,349,66.79,1
23.0,Female,3,North,Credit Card,0,4.0,8.64,254,34.25,0
48.0,Female,12,South,PayPal,4,7.0,16.14,82,45.7,0
61.0,Female,12,East,PayPal,2,7.0,7.73,300,42.5,0
56.0,Male,2,South,PayPal,2,1.0,18.18,180,32.13,1
44.0,Female,56,East,PayPal,2,1.0,15.59,216,45.15,1
27.0,Female,46,East,Debit Card,1,2.0,18.13,22,45.56,1
43.0,Female,22,North,Debit Card,2,5.0,7.09,236,39.97,0
56.0,Female,30,East,Debit Card,5,6.0,9.25,286,42.71,1
62.0,Female,9,South,Debit Card,4,1.0,9.27,325,24.08,1
30.0,Male,21,South,Debit Card,1,9.0,10.69,255,51.61,0
67.0,Male,11,East,Credit Card,1,7.0,6.38,345,43.39,1
45.0,Female,5,South,Debit Card,3,8.0,13.5,11,44.14,0
45.0,Male,27,East,PayPal,3,9.0,5.7,319,50.79,1
25.0,Female,49,East,Debit Card,0,8.0,15.56,342,61.95,1
56.0,Female,24,South,PayPal,3,5.0,17.52,121,45.59,0
18.0,Male,31,South,Debit Card,2,2.0,12.28,236,38.67,1
20.0,Male,33,East,PayPal,3,1.0,19.53,183,38.44,1
45.0,Female,30,South,Credit Card,1,3.0,13.27,123,39.83,1
66.0,Male,46,South,Credit Card,2,4.0,11.67,276,48.55,0
42.0,Male,37,East,Debit Card,1,1.0,5.05,208,31.49,1
50.0,Male,51,West,Credit Card,1,6.0,15.66,186,56.49,0
23.0,Male,31,South,Debit Card,6,10.0,19.06,290,56.13,1
61.0,Male,11,East,PayPal,1,4.0,13.91,254,38.98,0
62.0,Male,23,East,Credit Card,2,10.0,19.89,99,58.25,0
49.0,Female,57,East,PayPal,5,8.0,17.81,147,57.23,1
62.0,Female,2,West,Credit Card,2,10.0,19.3,114,53.06,0
64.0,Female,40,East,Credit Card,0,3.0,9.91,97,46.54,1
38.0,Female,35,West,Credit Card,1,6.0,16.79,349,54.2,1
28.0,Male,2,North,Debit Card,0,4.0,8.17,170,32.78,0
54.0,Female,39,West,Credit Card,1,6.0,16.47,307,53.28,1
52.0,Male,21,North,Debit Card,3,8.0,6.64,177,45.21,0
36.0,Female,58,East,Debit Card,2,6.0,12.53,124,57.97,0
35.0,Female,52,North,PayPal,2,9.0,12.6,95,62.79,0
64.0,Female,45,North,Debit Card,1,7.0,16.83,286,58.17,0
58.0,Female,21,East,Credit Card,3,9.0,5.43,99,46.7,0
66.0,Male,29,East,Debit Card,0,3.0,15.92,235,44.84,1
31.0,Male,20,West,Credit Card,1,5.0,19.2,190,48.15,0
32.0,Male,38,East,PayPal,3,1.0,12.49,294,36.86,1
48.0,Female,20,North,Debit Card,4,8.0,10.07,273,46.72,0
18.0,Female,50,South,Credit Card,0,1.0,14.7,330,43.62,1
20.0,Female,25,South,PayPal,2,1.0,18.74,18,37.68,1
33.0,Female,2,West,PayPal,1,7.0,7.65,174,42.07,0
40.0,Female,57,East,Credit Card,1,8.0,11.06,306,61.83,1
28.0,Female,32,West,Debit Card,2,3.0,7.34,120,36.57,1
29.0,Male,26,South,PayPal,1,2.0,12.45,256,39.46,1
27.0,Male,6,South,Credit Card,4,7.0,13.11,96,40.11,0
49.0,Male,41,East,Debit Card,3,10.0,19.16,310,63.67,1
33.0,Male,57,North,PayPal,3,5.0,11.19,31,52.55,0
25.0,Male,3,East,Credit Card,3,1.0,13.5,97,27.63,1
55.0,Female,33,South,PayPal,4,2.0,18.28,193,37.44,1
41.0,Female,51,West,Credit Card,3,6.0,15.11,46,54.31,0
45.0,Female,5,South,PayPal,3,1.0,16.36,291,30.02,1
25.0,Female,13,West,Credit Card,3,8.0,9.96,236,45.74,0
45.0,Female,19,North,Debit Card,4,2.0,7.47,49,31.08,1
53.0,Male,12,West,Credit Card,1,5.0,12.54,337,41.71,1
43.0,Female,48,South,Debit Card,1,8.0,10.35,162,58.3,0
25.0,Female,25,East,PayPal,0,5.0,9.0,285,44.69,0
67.0,Female,57,West,Credit Card,6,8.0,19.6,134,61.22,1
54.0,Male,12,North,Credit Card,3,8.0,7.93,27,43.34,0
58.0,Female,30,South,Debit Card,1,3.0,19.09,140,44.0,1
44.0,Male,34,East,PayPal,1,10.0,17.13,80,61.68,0
34.0,Female,22,West,PayPal,1,7.0,10.85,180,48.7,0
26.0,Female,39,West,PayPal,2,9.0,12.28,267,57.45,0
50.0,Female,13,West,PayPal,2,6.0,13.9,52,41.09,0
30.0,Female,47,East,Debit Card,2,1.0,17.74,156,43.2,1
45.0,Male,54,North,Debit Card,2,8.0,6.17,328,54.97,1
46.0,Female,53,North,Debit Card,4,1.0,19.06,346,41.32,1
30.0,Female,20,South,PayPal,1,4.0,13.89,97,42.48,0
63.0,Male,31,South,Credit Card,1,6.0,7.8,125,48.39,0
52.0,Female,5,West,Debit Card,2,10.0,17.28,183,53.59,0
23.0,Female,24,South,Credit Card,2,1.0,13.23,327,34.9,1
35.0,Female,40,North,Credit Card,3,10.0,17.26,54,61.51,0
22.0,Female,33,South,Credit Card,1,3.0,6.3,164,39.34,1
64.0,Female,8,West,Debit Card,3,7.0,14.11,149,43.54,0
27.0,Female,20,East,PayPal,3,10.0,9.45,162,51.74,0
47.0,Female,16,West,Debit Card,1,3.0,8.09,168,33.74,1
67.0,Female,50,East,PayPal,4,3.0,18.46,135,46.74,1
62.0,Male,52,South,PayPal,3,6.0,7.23,90,50.4,0
50.0,Female,13,East,Debit Card,3,3.0,9.5,305,33.38,1
18.0,Female,45,West,Debit Card,2,6.0,13.52,81,50.95,0
49.0,Male,39,South,PayPal,1,8.0,11.26,231,55.17,0
64.0,Female,25,West,PayPal,3,7.0,19.62,89,52.46,0
66.0,Male,46,West,Credit Card,4,7.0,6.98,293,49.78,0
28.0,Male,32,South,PayPal,5,8.0,10.87,2,48.52,1
38.0,Male,24,South,PayPal,3,7.0,11.46,352,47.37,1
39.0,Male,44,East,Credit Card,3,8.0,6.46,196,54.64,0
44.0,Male,9,South,Credit Card,3,1.0,19.21,120,32.99,1
30.0,Female,50,West,Credit Card,1,5.0,10.14,174,51.19,0
50.0,Female,23,East,Credit Card,2,5.0,11.7,32,42.23,0
51.0,Male,50,North,Debit Card,3,1.0,8.25,275,36.1,1
58.0,Male,13,West,Credit Card,1,6.0,6.5,195,41.99,0
18.0,Male,32,West,PayPal,2,4.0,7.5,281,40.51,0
38.0,Female,50,North,PayPal,2,6.0,7.97,21,50.77,0
65.0,Male,15,West,PayPal,2,6.0,11.3,238,42.48,0
23.0,Female,36,North,PayPal,1,1.0,14.36,93,39.37,1
45.0,Male,49,West,PayPal,2,5.0,14.43,89,50.88,0
34.0,Male,5,North,PayPal,1,2.0,5.0,113,27.34,1
22.0,Male,22,West,PayPal,5,7.0,18.81,221,48.52,1
55.0,Female,10,East,Debit Card,2,9.0,10.4,150,48.66,0
54.0,Male,49,South,Debit Card,5,1.0,17.26,208,40.08,1
54.0,Female,18,West,PayPal,1,6.0,7.42,11,41.79,0
27.0,Female,7,West,PayPal,0,5.0,9.89,270,38.29,0
34.0,Male,5,North,PayPal,0,4.0,13.39,186,37.83,0
38.0,Male,55,North,PayPal,1,1.0,6.53,296,42.25,1
31.0,Male,16,West,PayPal,1,6.0,11.33,221,43.37,0
26.0,Female,35,West,Debit Card,2,10.0,18.84,81,60.06,0
63.0,Male,26,West,Credit Card,1,1.0,18.09,222,38.01,1
30.0,Female,53,North,Credit Card,3,5.0,8.0,261,47.18,0
18.0,Male,15,West,Debit Card,2,5.0,12.32,284,39.95,0
66.0,Female,49,South,Debit Card,2,1.0,15.97,228,44.33,1
57.0,Male,33,West,Debit Card,2,7.0,11.91,188,51.61,0
51.0,Female,21,West,Credit Card,1,7.0,11.59,149,49.56,0
45.0,Male,17,West,Debit Card,1,5.0,7.44,352,39.2,1
25.0,Female,57,North,Debit Card,5,6.0,7.5,57,48.98,1
56.0,Female,43,East,Debit Card,4,1.0,12.24,341,37.49,1
43.0,Male,17,South,PayPal,1,6.0,15.4,189,47.74,0
20.0,Female,14,South,Debit Card,4,4.0,6.14,38,30.6,0
67.0,Female,29,North,Debit Card,0,5.0,13.45,201,46.37,0
29.0,Female,20,East,Debit Card,3,9.0,5.81,229,46.74,0
18.0,Female,30,West,PayPal,3,1.0,13.82,131,33.52,1
61.0,Female,19,North,Credit Card,3,3.0,16.3,171,38.02,1
47.0,Male,39,East,Debit Card,2,2.0,12.33,35,41.26,1
47.0,Male,56,West,Debit Card,2,9.0,18.93,201,65.24,0
34.0,Female,13,East,PayPal,1,7.0,12.07,168,45.54,0
40.0,Female,46,South,Credit Card,2,6.0,15.63,341,55.79,1
32.0,Male,33,East,Credit Card,2,2.0,14.79,58,39.43,1
54.0,Female,39,South,Credit Card,2,1.0,18.08,290,42.38,1
38.0,Female,40,North,Debit Card,5,6.0,6.39,25,46.3,1
31.0,Female,18,East,PayPal,3,7.0,9.2,32,43.55,0
19.0,Female,9,West,PayPal,2,10.0,6.98,110,48.41,0
28.0,Female,33,West,PayPal,3,6.0,19.0,101,50.44,0
68.0,Male,32,North,Debit Card,4,7.0,11.4,150,48.06,0
56.0,Female,54,West,PayPal,3,6.0,18.65,345,56.57,1
55.0,Male,17,West,Credit Card,1,8.0,9.42,193,49.49,0
55.0,Female,27,North,PayPal,7,9.0,9.45,356,46.39,1
67.0,Female,6,East,Credit Card,2,9.0,13.96,277,49.21,0
51.0,Male,35,North,Credit Card,4,9.0,17.68,233,57.91,0
35.0,Female,56,East,Debit Card,0,7.0,10.78,21,61.89,0
47.0,Female,37,East,Debit Card,1,9.0,18.72,252,60.47,0
32.0,Female,34,South,PayPal,2,1.0,8.66,14,33.98,1
44.0,Female,20,West,PayPal,1,3.0,15.4,215,37.73,1
68.0,Male,25,North,PayPal,0,2.0,16.04,24,39.41,1
51.0,Female,4,West,Debit Card,1,1.0,9.11,20,25.29,1
69.0,Male,10,South,PayPal,1,5.0,5.4,202,36.48,0
55.0,Female,10,North,PayPal,0,1.0,10.48,321,30.51,1
50.0,Male,24,South,Credit Card,2,3.0,5.68,52,35.61,1
41.0,Male,21,West,Credit Card,3,6.0,18.51,357,46.66,1
32.0,Female,11,East,Credit Card,2,6.0,19.3,186,46.02,0
47.0,Female,27,South,PayPal,8,3.0,16.03,207,34.13,1
59.0,Male,16,South,Debit Card,1,4.0,15.9,360,40.52,1
68.0,Female,26,East,Credit Card,1,7.0,8.61,95,46.72,0
34.0,Female,30,West,Debit Card,5,6.0,6.11,348,41.64,1
22.0,Female,49,South,PayPal,2,2.0,17.03,266,47.46,1
46.0,Male,16,West,PayPal,1,9.0,13.39,326,55.33,1
21.0,Female,7,East,Credit Card,2,6.0,15.22,15,43.25,0
27.0,Female,16,North,Debit Card,2,2.0,16.69,175,37.2,1
34.0,Female,35,South,Credit Card,3,7.0,11.14,219,50.43,0
27.0,Male,58,West,PayPal,3,10.0,7.17,10,62.69,0
34.0,Female,16,East,Debit Card,1,10.0,16.93,19,57.18,0
37.0,Male,40,East,Credit Card,1,4.0,11.81,68,46.6,0
41.0,Female,12,South,PayPal,4,1.0,17.4,278,30.61,1
22.0,Male,35,North,Credit Card,3,10.0,11.57,319,57.16,1
51.0,Female,49,South,Debit Card,2,9.0,8.26,294,58.78,0
60.0,Male,36,West,Debit Card,3,3.0,11.07,300,40.27,1
65.0,Female,17,East,Credit Card,1,3.0,13.24,104,38.61,1
28.0,Female,32,South,Credit Card,3,10.0,8.59,280,56.07,0
68.0,Female,41,North,Credit Card,0,8.0,10.67,86,57.42,0
40.0,Female,24,North,PayPal,3,8.0,10.83,174,48.53,0
33.0,Female,27,North,Credit Card,4,1.0,12.51,242,30.08,1
48.0,Female,20,North,PayPal,1,9.0,7.6,262,51.63,0
28.0,Female,25,South,PayPal,3,10.0,10.9,294,54.65,0
25.0,Female,9,North,Credit Card,1,1.0,9.29,147,28.62,1
21.0,Female,28,East,PayPal,1,3.0,19.98,2,43.09,1
21.0,Female,38,East,Credit Card,2,7.0,14.64,69,54.71,0
20.0,Female,20,East,Credit Card,2,4.0,17.59,355,42.25,1
49.0,Female,6,South,Debit Card,2,7.0,18.71,64,44.59,0
20.0,Male,39,South,PayPal,4,3.0,11.02,80,38.88,1
44.0,Male,33,West,Debit Card,3,6.0,17.35,254,50.45,0
46.0,Male,55,West,Debit Card,5,7.0,8.75,237,50.71,1
49.0,Male,1,East,Credit Card,2,7.0,7.1,329,38.63,1
67.0,Male,37,South,PayPal,4,5.0,9.74,139,43.71,0
36.0,Female,45,West,Credit Card,5,3.0,10.96,316,41.09,1
38.0,Male,34,South,PayPal,0,4.0,10.59,154,46.46,0
35.0,Female,15,North,Credit Card,2,3.0,15.65,226,36.58,1
45.0,Male,45,South,Debit Card,2,7.0,8.68,92,52.33,0
59.0,Female,26,West,Credit Card,1,3.0,5.28,118,35.81,1
38.0,Male,14,West,Credit Card,6,4.0,11.72,227,32.17,1
23.0,Female,58,East,Debit Card,5,2.0,5.9,339,38.96,1
22.0,Male,7,South,Credit Card,2,9.0,12.65,85,50.17,0
58.0,Female,46,West,Credit Card,0,10.0,8.52,164,63.72,0
29.0,Female,58,West,Debit Card,3,10.0,18.16,230,67.11,0
43.0,Male,31,South,PayPal,1,2.0,7.6,206,37.05,1
63.0,Female,24,North,PayPal,4,4.0,5.3,104,36.7,0
66.0,Male,31,North,Debit Card,3,9.0,19.79,188,56.5,0
31.0,Male,29,East,Credit Card,0,7.0,14.51,271,52.54,0
62.0,Male,32,West,Debit Card,2,6.0,5.25,306,46.27,1
44.0,Male,17,East,PayPal,1,9.0,12.27,222,53.79,0
26.0,Male,14,North,Credit Card,4,4.0,8.1,111,32.82,0
43.0,Male,40,South,Debit Card,1,2.0,14.72,55,42.51,1
64.0,Male,36,East,PayPal,1,5.0,13.75,12,49.02,0
39.0,Male,58,East,PayPal,1,7.0,8.98,190,58.26,0
64.0,Male,48,North,Credit Card,3,4.0,6.03,155,42.85,0
47.0,Female,24,East,Debit Card,2,1.0,16.33,335,35.22,1
65.0,Female,54,South,Credit Card,6,5.0,17.63,265,51.59,1
34.0,Female,27,North,PayPal,2,10.0,8.9,360,53.39,1
43.0,Female,25,West,Credit Card,1,2.0,14.79,104,36.92,1
53.0,Male,59,North,PayPal,1,3.0,6.78,163,47.83,1
18.0,Male,32,West,PayPal,4,10.0,9.38,141,53.25,0
66.0,Male,18,South,Debit Card,2,5.0,17.38,44,44.25,0
32.0,Male,37,West,PayPal,0,9.0,15.17,98,62.96,0
64.0,Female,26,West,PayPal,4,8.0,10.23,324,48.11,1
39.0,Female,9,West,Credit Card,7,2.0,18.15,53,29.57,1
31.0,Female,35,West,Credit Card,3,5.0,12.64,109,46.0,0
45.0,Female,20,West,Debit Card,1,8.0,12.43,11,52.07,0
40.0,Male,54,East,Debit Card,2,7.0,11.79,178,57.24,0
31.0,Male,42,South,Credit Card,1,4.0,17.72,294,50.89,0
41.0,Male,22,North,PayPal,1,3.0,9.42,25,37.35,1
19.0,Female,19,South,Credit Card,3,8.0,5.55,126,44.6,0
62.0,Female,30,North,PayPal,3,8.0,18.2,266,53.2,0
43.0,Female,53,North,Credit Card,6,10.0,17.38,133,61.58,1
31.0,Male,28,East,Credit Card,3,5.0,10.5,278,44.61,0
68.0,Male,35,West,Debit Card,1,3.0,7.78,42,39.49,1
24.0,Female,43,West,PayPal,4,5.0,15.13,101,47.51,0
20.0,Male,11,South,Credit Card,3,4.0,6.18,284,32.7,0
64.0,Male,31,West,Credit Card,2,8.0,11.36,277,52.52,0
40.0,Female,49,East,PayPal,7,2.0,6.29,139,34.83,1
63.0,Female,48,South,Credit Card,1,8.0,13.97,221,59.72,0
60.0,Female,39,South,PayPal,0,10.0,5.41,69,59.85,0
